participant_id,choice_type,choice_id,third_alternative,Ax,Ay,Bx,By,Tx,Ty,choice
21,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,A
21,pairwise,011,,4.5,77.0,7.2,56.0,,,A
21,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
21,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
303,pairwise,011,,4.5,77.0,7.2,56.0,,,A
303,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
303,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,A
303,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
303,similarity,025,Sb,1309.0,-1.35,1923.0,-2.5,1321.0,-1.37,B
303,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,B
27,attraction,015,Da,-9.49,356.0,-6.49,259.0,-10.24,332.0,B
27,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
27,similarity,021,Sa,-19.93,14.55,-13.49,9.25,-13.62,9.36,A
27,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
27,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
27,compromise,016,Cb,26.0,9.0,33.0,5.0,40.0,1.0,B
54,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,B
54,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,T
54,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
54,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
54,similarity,018,Sb,3.04,-4.97,5.62,-7.83,3.09,-5.03,A
54,pairwise,011,,4.5,77.0,7.2,56.0,,,B
236,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
236,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
236,attraction,026,Db,-64.7,325.0,-39.3,203.0,-45.6,172.0,B
236,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,A
236,pairwise,016,,26.0,9.0,33.0,5.0,,,A
236,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,A
268,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
268,similarity,015,Sa,-9.49,356.0,-6.49,259.0,-6.55,261.0,A
268,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,T
268,pairwise,011,,4.5,77.0,7.2,56.0,,,A
268,compromise,025,Ca,1309.0,-1.35,1923.0,-2.5,696.0,-0.21,A
268,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
340,compromise,011,Ca,4.5,77.0,7.2,56.0,1.9,97.0,A
340,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,T
340,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
340,pairwise,016,,26.0,9.0,33.0,5.0,,,B
340,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,B
340,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
284,attraction,016,Db,26.0,9.0,33.0,5.0,31.0,4.0,B
284,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
284,compromise,036,Cb,407.0,-2.58,452.0,-2.85,497.0,-3.12,T
284,pairwise,021,,-19.93,14.55,-13.49,9.25,,,B
284,similarity,025,Sb,1309.0,-1.35,1923.0,-2.5,1321.0,-1.37,B
284,pairwise,011,,4.5,77.0,7.2,56.0,,,A
231,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,A
231,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
231,similarity,011,Sa,4.5,77.0,7.2,56.0,7.1,57.0,A
231,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
231,pairwise,016,,26.0,9.0,33.0,5.0,,,A
231,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,A
320,similarity,025,Sa,1309.0,-1.35,1923.0,-2.5,1911.0,-2.48,A
320,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,A
320,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,B
320,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
320,pairwise,016,,26.0,9.0,33.0,5.0,,,B
320,pairwise,011,,4.5,77.0,7.2,56.0,,,A
42,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
42,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
42,attraction,018,Db,3.04,-4.97,5.62,-7.83,4.98,-8.55,T
42,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,A
42,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,T
42,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
148,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,A
148,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
148,attraction,025,Da,1309.0,-1.35,1923.0,-2.5,1155.0,-1.64,A
148,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
148,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,B
148,pairwise,011,,4.5,77.0,7.2,56.0,,,A
139,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
139,attraction,011,Da,4.5,77.0,7.2,56.0,3.8,72.0,A
139,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
139,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,A
139,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
139,compromise,036,Ca,407.0,-2.58,452.0,-2.85,363.0,-2.32,T
258,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,B
258,pairwise,011,,4.5,77.0,7.2,56.0,,,B
258,compromise,025,Cb,1309.0,-1.35,1923.0,-2.5,2537.0,-3.65,T
258,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
258,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
258,similarity,018,Sb,3.04,-4.97,5.62,-7.83,3.09,-5.03,A
333,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
333,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,T
333,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
333,attraction,021,Da,-19.93,14.55,-13.49,9.25,-21.54,13.22,B
333,pairwise,016,,26.0,9.0,33.0,5.0,,,B
333,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,B
291,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,A
291,compromise,025,Ca,1309.0,-1.35,1923.0,-2.5,696.0,-0.21,A
291,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,T
291,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
291,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
291,pairwise,011,,4.5,77.0,7.2,56.0,,,A
285,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
285,compromise,025,Ca,1309.0,-1.35,1923.0,-2.5,696.0,-0.21,A
285,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,B
285,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
285,similarity,026,Sb,-64.7,325.0,-39.3,203.0,-64.2,323.0,B
285,pairwise,016,,26.0,9.0,33.0,5.0,,,B
151,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
151,pairwise,011,,4.5,77.0,7.2,56.0,,,A
151,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,T
151,attraction,036,Da,407.0,-2.58,452.0,-2.85,396.0,-2.65,B
151,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
151,similarity,015,Sa,-9.49,356.0,-6.49,259.0,-6.55,261.0,B
300,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
300,attraction,018,Db,3.04,-4.97,5.62,-7.83,4.98,-8.55,B
300,pairwise,011,,4.5,77.0,7.2,56.0,,,A
300,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
300,similarity,015,Sb,-9.49,356.0,-6.49,259.0,-9.43,354.0,B
300,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,B
209,compromise,026,Ca,-64.7,325.0,-39.3,203.0,-90.0,446.0,A
209,similarity,015,Sb,-9.49,356.0,-6.49,259.0,-9.43,354.0,T
209,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
209,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
209,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,A
209,pairwise,011,,4.5,77.0,7.2,56.0,,,A
99,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,A
99,compromise,025,Cb,1309.0,-1.35,1923.0,-2.5,2537.0,-3.65,T
99,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
99,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
99,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
99,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,B
63,pairwise,011,,4.5,77.0,7.2,56.0,,,A
63,similarity,015,Sb,-9.49,356.0,-6.49,259.0,-9.43,354.0,A
63,attraction,026,Db,-64.7,325.0,-39.3,203.0,-45.6,172.0,B
63,compromise,036,Cb,407.0,-2.58,452.0,-2.85,497.0,-3.12,A
63,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
63,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
233,compromise,011,Cb,4.5,77.0,7.2,56.0,9.9,35.0,A
233,similarity,015,Sa,-9.49,356.0,-6.49,259.0,-6.55,261.0,A
233,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
233,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,A
233,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
233,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
31,attraction,011,Da,4.5,77.0,7.2,56.0,3.8,72.0,A
31,similarity,025,Sa,1309.0,-1.35,1923.0,-2.5,1911.0,-2.48,T
31,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
31,pairwise,016,,26.0,9.0,33.0,5.0,,,B
31,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,T
31,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
197,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,A
197,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
197,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
197,similarity,018,Sa,3.04,-4.97,5.62,-7.83,5.57,-7.77,T
197,pairwise,011,,4.5,77.0,7.2,56.0,,,A
197,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,T
153,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
153,compromise,015,Cb,-9.49,356.0,-6.49,259.0,-3.49,162.0,T
153,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
153,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,B
153,similarity,036,Sb,407.0,-2.58,452.0,-2.85,408.0,-2.59,A
153,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
165,pairwise,016,,26.0,9.0,33.0,5.0,,,A
165,similarity,018,Sb,3.04,-4.97,5.62,-7.83,3.09,-5.03,A
165,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
165,pairwise,011,,4.5,77.0,7.2,56.0,,,A
165,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,B
165,compromise,025,Ca,1309.0,-1.35,1923.0,-2.5,696.0,-0.21,A
246,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,T
246,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
246,similarity,015,Sb,-9.49,356.0,-6.49,259.0,-9.43,354.0,B
246,compromise,025,Ca,1309.0,-1.35,1923.0,-2.5,696.0,-0.21,T
246,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
246,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
121,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,A
121,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
121,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
121,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
121,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,A
121,similarity,026,Sb,-64.7,325.0,-39.3,203.0,-64.2,323.0,A
350,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
350,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
350,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
350,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,A
350,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,A
350,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,B
264,compromise,021,Cb,-19.93,14.55,-13.49,9.25,-7.05,3.95,A
264,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
264,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
264,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,B
264,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,A
264,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
330,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
330,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,A
330,pairwise,016,,26.0,9.0,33.0,5.0,,,B
330,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,B
330,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
330,compromise,026,Cb,-64.7,325.0,-39.3,203.0,-13.9,81.0,B
317,pairwise,011,,4.5,77.0,7.2,56.0,,,A
317,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
317,compromise,026,Ca,-64.7,325.0,-39.3,203.0,-90.0,446.0,A
317,attraction,016,Db,26.0,9.0,33.0,5.0,31.0,4.0,B
317,similarity,025,Sb,1309.0,-1.35,1923.0,-2.5,1321.0,-1.37,T
317,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
71,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,A
71,pairwise,016,,26.0,9.0,33.0,5.0,,,A
71,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,T
71,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,B
71,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
71,pairwise,011,,4.5,77.0,7.2,56.0,,,A
111,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,A
111,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,A
111,attraction,036,Da,407.0,-2.58,452.0,-2.85,396.0,-2.65,B
111,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
111,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
111,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
217,pairwise,016,,26.0,9.0,33.0,5.0,,,B
217,pairwise,011,,4.5,77.0,7.2,56.0,,,A
217,compromise,015,Cb,-9.49,356.0,-6.49,259.0,-3.49,162.0,T
217,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
217,attraction,036,Da,407.0,-2.58,452.0,-2.85,396.0,-2.65,A
217,similarity,021,Sa,-19.93,14.55,-13.49,9.25,-13.62,9.36,A
293,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
293,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,A
293,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
293,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,T
293,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
293,compromise,011,Cb,4.5,77.0,7.2,56.0,9.9,35.0,A
10,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
10,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,T
10,similarity,015,Sa,-9.49,356.0,-6.49,259.0,-6.55,261.0,A
10,attraction,021,Db,-19.93,14.55,-13.49,9.25,-15.1,7.92,A
10,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
10,pairwise,016,,26.0,9.0,33.0,5.0,,,B
287,compromise,011,Ca,4.5,77.0,7.2,56.0,1.9,97.0,T
287,attraction,021,Db,-19.93,14.55,-13.49,9.25,-15.1,7.92,A
287,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,T
287,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
287,pairwise,016,,26.0,9.0,33.0,5.0,,,B
287,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
124,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
124,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,A
124,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
124,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,A
124,compromise,026,Cb,-64.7,325.0,-39.3,203.0,-13.9,81.0,B
124,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
227,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,T
227,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,A
227,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
227,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
227,pairwise,011,,4.5,77.0,7.2,56.0,,,A
227,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,A
78,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
78,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
78,similarity,018,Sa,3.04,-4.97,5.62,-7.83,5.57,-7.77,T
78,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,A
78,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,A
78,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
35,attraction,021,Db,-19.93,14.55,-13.49,9.25,-15.1,7.92,A
35,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
35,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,B
35,compromise,036,Cb,407.0,-2.58,452.0,-2.85,497.0,-3.12,T
35,pairwise,016,,26.0,9.0,33.0,5.0,,,A
35,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
110,compromise,016,Cb,26.0,9.0,33.0,5.0,40.0,1.0,B
110,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,A
110,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
110,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
110,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
110,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
143,similarity,018,Sb,3.04,-4.97,5.62,-7.83,3.09,-5.03,B
143,attraction,015,Da,-9.49,356.0,-6.49,259.0,-10.24,332.0,A
143,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
143,compromise,016,Cb,26.0,9.0,33.0,5.0,40.0,1.0,B
143,pairwise,011,,4.5,77.0,7.2,56.0,,,A
143,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
187,pairwise,016,,26.0,9.0,33.0,5.0,,,B
187,pairwise,011,,4.5,77.0,7.2,56.0,,,A
187,attraction,018,Db,3.04,-4.97,5.62,-7.83,4.98,-8.55,T
187,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,A
187,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
187,similarity,026,Sb,-64.7,325.0,-39.3,203.0,-64.2,323.0,A
5,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
5,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
5,attraction,026,Db,-64.7,325.0,-39.3,203.0,-45.6,172.0,B
5,pairwise,016,,26.0,9.0,33.0,5.0,,,B
5,similarity,011,Sa,4.5,77.0,7.2,56.0,7.1,57.0,A
5,compromise,025,Cb,1309.0,-1.35,1923.0,-2.5,2537.0,-3.65,T
339,attraction,021,Db,-19.93,14.55,-13.49,9.25,-15.1,7.92,A
339,compromise,015,Cb,-9.49,356.0,-6.49,259.0,-3.49,162.0,A
339,similarity,011,Sa,4.5,77.0,7.2,56.0,7.1,57.0,A
339,pairwise,016,,26.0,9.0,33.0,5.0,,,B
339,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
339,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
149,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
149,compromise,016,Cb,26.0,9.0,33.0,5.0,40.0,1.0,T
149,similarity,015,Sa,-9.49,356.0,-6.49,259.0,-6.55,261.0,B
149,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,A
149,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
149,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
129,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,B
129,compromise,021,Cb,-19.93,14.55,-13.49,9.25,-7.05,3.95,B
129,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
129,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
129,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,A
129,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
301,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
301,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
301,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,B
301,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,A
301,pairwise,016,,26.0,9.0,33.0,5.0,,,A
301,compromise,026,Cb,-64.7,325.0,-39.3,203.0,-13.9,81.0,A
175,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
175,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
175,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,T
175,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
175,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,B
175,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
133,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
133,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
133,attraction,011,Da,4.5,77.0,7.2,56.0,3.8,72.0,A
133,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,A
133,similarity,025,Sa,1309.0,-1.35,1923.0,-2.5,1911.0,-2.48,B
133,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
98,compromise,026,Cb,-64.7,325.0,-39.3,203.0,-13.9,81.0,T
98,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
98,pairwise,016,,26.0,9.0,33.0,5.0,,,B
98,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
98,similarity,025,Sa,1309.0,-1.35,1923.0,-2.5,1911.0,-2.48,T
98,attraction,036,Da,407.0,-2.58,452.0,-2.85,396.0,-2.65,B
113,attraction,036,Da,407.0,-2.58,452.0,-2.85,396.0,-2.65,A
113,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
113,pairwise,011,,4.5,77.0,7.2,56.0,,,A
113,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,A
113,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
113,similarity,016,Sb,26.0,9.0,33.0,5.0,27.0,8.0,A
345,pairwise,011,,4.5,77.0,7.2,56.0,,,B
345,similarity,018,Sb,3.04,-4.97,5.62,-7.83,3.09,-5.03,B
345,compromise,025,Ca,1309.0,-1.35,1923.0,-2.5,696.0,-0.21,T
345,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,A
345,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
345,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
38,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,A
38,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
38,pairwise,016,,26.0,9.0,33.0,5.0,,,A
38,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,B
38,similarity,015,Sa,-9.49,356.0,-6.49,259.0,-6.55,261.0,B
38,pairwise,011,,4.5,77.0,7.2,56.0,,,A
260,attraction,025,Da,1309.0,-1.35,1923.0,-2.5,1155.0,-1.64,B
260,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,A
260,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
260,similarity,036,Sb,407.0,-2.58,452.0,-2.85,408.0,-2.59,B
260,pairwise,016,,26.0,9.0,33.0,5.0,,,A
260,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
213,attraction,026,Db,-64.7,325.0,-39.3,203.0,-45.6,172.0,A
213,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,T
213,pairwise,016,,26.0,9.0,33.0,5.0,,,A
213,similarity,021,Sa,-19.93,14.55,-13.49,9.25,-13.62,9.36,A
213,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
213,pairwise,011,,4.5,77.0,7.2,56.0,,,A
6,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
6,attraction,016,Db,26.0,9.0,33.0,5.0,31.0,4.0,A
6,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,A
6,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
6,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,T
6,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
104,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,T
104,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
104,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
104,attraction,026,Db,-64.7,325.0,-39.3,203.0,-45.6,172.0,B
104,similarity,018,Sa,3.04,-4.97,5.62,-7.83,5.57,-7.77,A
104,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
294,similarity,018,Sa,3.04,-4.97,5.62,-7.83,5.57,-7.77,A
294,pairwise,021,,-19.93,14.55,-13.49,9.25,,,B
294,attraction,011,Da,4.5,77.0,7.2,56.0,3.8,72.0,A
294,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,T
294,pairwise,016,,26.0,9.0,33.0,5.0,,,B
294,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
74,similarity,036,Sb,407.0,-2.58,452.0,-2.85,408.0,-2.59,A
74,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,T
74,pairwise,011,,4.5,77.0,7.2,56.0,,,A
74,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,B
74,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
74,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
94,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,A
94,compromise,026,Cb,-64.7,325.0,-39.3,203.0,-13.9,81.0,A
94,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
94,similarity,021,Sa,-19.93,14.55,-13.49,9.25,-13.62,9.36,B
94,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
94,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
239,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
239,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,A
239,similarity,011,Sa,4.5,77.0,7.2,56.0,7.1,57.0,A
239,attraction,036,Da,407.0,-2.58,452.0,-2.85,396.0,-2.65,B
239,pairwise,021,,-19.93,14.55,-13.49,9.25,,,B
